number,opened_at,sys_created_at,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,assigned_to,closed_code,resolved_by,resolved_at,closed_at,resolution_hours,closure_hours,resolution_days,closure_days,opened_date,opened_year,opened_month,opened_month_name,opened_day_name,sla_status,was_reopened,high_reassignment
INC0017336,2016-04-11 05:57:00,2016-04-11 06:14:00,Caller 3616,Opened by  8,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,5,0,16,False,Resolver 24,code 8,Resolved by 22,2016-04-20 09:47:00,2016-04-25 10:07:00,219.83333333333334,340.1666666666667,9.159722222222223,14.173611111111112,2016-04-11,2016,4,April,Monday,Breached SLA,False,True
INC0017338,2016-04-11 06:30:00,2016-04-11 06:30:00,Caller 1904,Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 64,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 94,code 6,Resolved by 85,2016-04-11 06:31:00,2016-04-16 07:07:00,0.016666666666666666,120.61666666666666,0.0006944444444444445,5.0256944444444445,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017339,2016-04-11 06:37:00,2016-04-11 06:38:00,Caller 1904,Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 64,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 94,code 6,Resolved by 85,2016-04-11 06:39:00,2016-04-16 07:07:00,0.03333333333333333,120.5,0.001388888888888889,5.020833333333333,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017341,2016-04-11 06:51:00,2016-04-11 06:51:00,Caller 1904,Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 64,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 94,code 6,Resolved by 85,2016-04-11 06:52:00,2016-04-16 07:07:00,0.016666666666666666,120.26666666666667,0.0006944444444444445,5.011111111111111,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017342,2016-04-11 06:52:00,2016-04-11 06:52:00,Caller 1904,Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 64,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 94,code 6,Resolved by 85,2016-04-11 07:05:00,2016-04-16 07:07:00,0.21666666666666667,120.25,0.009027777777777779,5.010416666666667,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017343,2016-04-11 07:01:00,,Caller 4130,Opened by  17,Phone,Location 204,Category 32,Subcategory 9,Symptom 105,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 9,Resolved by 11,2016-04-11 07:05:00,2016-04-16 07:07:00,0.06666666666666667,120.1,0.002777777777777778,5.004166666666666,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017344,2016-04-11 07:05:00,2016-04-11 07:06:00,Caller 1904,Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 64,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 94,code 6,Resolved by 85,2016-04-11 07:06:00,2016-04-16 07:07:00,0.016666666666666666,120.03333333333333,0.0006944444444444445,5.001388888888889,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017345,2016-04-11 07:06:00,2016-04-11 07:07:00,Caller 1904,Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 64,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 94,code 6,Resolved by 85,2016-04-11 07:07:00,2016-04-16 07:10:00,0.016666666666666666,120.06666666666666,0.0006944444444444445,5.002777777777777,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017346,2016-04-11 07:11:00,2016-04-11 07:53:00,Caller 34,Opened by  17,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 28,False,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 78,code 7,Resolved by 71,2016-04-11 10:03:00,2016-04-16 10:07:00,2.8666666666666667,122.93333333333334,0.11944444444444445,5.122222222222223,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017350,2016-04-11 07:37:00,2016-04-11 07:40:00,Caller 4130,Opened by  40,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,,,Closed,False,1,0,6,True,Resolver 126,code 9,Resolved by 114,2016-04-13 11:17:00,2016-04-18 12:07:00,51.666666666666664,172.5,2.1527777777777777,7.1875,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017352,2016-04-11 07:44:00,,Caller 537,Opened by  40,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 23,code 6,Resolved by 21,2016-04-11 07:53:00,2016-04-16 08:07:00,0.15,120.38333333333334,0.0062499999999999995,5.0159722222222225,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017354,2016-04-11 07:48:00,2016-04-11 08:05:00,Caller 3473,Opened by  17,Phone,Location 91,Category 24,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 29,False,False,Do Not Notify,,,,,Closed,False,1,0,10,True,Resolver 249,code 5,Resolved by 227,2016-04-12 12:04:00,2016-04-17 12:07:00,28.266666666666666,148.31666666666666,1.1777777777777778,6.179861111111111,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017355,2016-04-11 07:50:00,,Caller 3256,Opened by  131,Phone,Location 165,Category 61,Subcategory 16,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 73,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 168,code 6,Resolved by 151,2016-04-11 17:30:00,2016-04-16 18:07:00,9.666666666666666,130.28333333333333,0.40277777777777773,5.428472222222222,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017356,2016-04-11 07:53:00,,Caller 3039,Opened by  131,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 73,code 7,Resolved by 66,2016-04-11 08:17:00,2016-04-16 09:07:00,0.4,121.23333333333333,0.016666666666666666,5.051388888888889,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017358,2016-04-11 07:59:00,2016-04-11 08:02:00,Caller 714,Opened by  17,Phone,Location 161,Category 26,Subcategory 275,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,4,True,Resolver 17,code 6,Resolved by 15,2016-04-11 09:20:00,2016-04-16 10:07:00,1.35,122.13333333333334,0.05625,5.0888888888888895,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017359,2016-04-11 08:06:00,2016-04-11 08:13:00,Caller 469,Opened by  17,Phone,Location 143,Category 57,Subcategory 174,,,2 - Medium,1 - High,2 - High,Group 54,False,False,Do Not Notify,,,,,Closed,False,5,0,16,False,Resolver 78,code 6,Resolved by 71,2016-04-19 15:33:00,2016-04-24 16:07:00,199.45,320.01666666666665,8.310416666666667,13.334027777777777,2016-04-11,2016,4,April,Monday,Breached SLA,False,True
INC0017361,2016-04-11 08:07:00,,Caller 5377,Opened by  17,Phone,Location 204,Category 61,Subcategory 36,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 73,False,False,Do Not Notify,,,,,Closed,False,0,0,7,False,Resolver 198,code 6,Resolved by 180,2016-04-18 12:44:00,2016-04-23 13:07:00,172.61666666666667,293.0,7.192361111111111,12.208333333333334,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017362,2016-04-11 08:08:00,,Caller 3405,Opened by  17,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 7,Resolved by 11,2016-04-11 08:49:00,2016-04-16 09:07:00,0.6833333333333333,120.98333333333333,0.02847222222222222,5.040972222222222,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017364,2016-04-11 08:11:00,,Caller 816,Opened by  40,Phone,Location 204,Category 26,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 23,code 6,Resolved by 21,2016-04-11 08:42:00,2016-04-16 09:07:00,0.5166666666666667,120.93333333333334,0.02152777777777778,5.038888888888889,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017365,2016-04-11 08:15:00,2016-04-11 08:18:00,Caller 1542,Opened by  40,Phone,Location 143,Category 9,Subcategory 164,Symptom 117,,2 - Medium,2 - Medium,3 - Moderate,Group 28,False,False,Do Not Notify,,,,,Closed,False,0,0,5,True,Resolver 78,code 6,Resolved by 71,2016-04-11 10:54:00,2016-04-16 11:07:00,2.65,122.86666666666666,0.11041666666666666,5.1194444444444445,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017366,2016-04-11 08:18:00,,Caller 3476,Opened by  17,Phone,Location 204,Category 32,Subcategory 9,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 9,Resolved by 11,2016-04-11 08:29:00,2016-04-16 09:07:00,0.18333333333333332,120.81666666666666,0.007638888888888889,5.034027777777777,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017367,2016-04-11 08:18:00,,Caller 704,Opened by  40,Phone,Location 108,Category 32,Subcategory 9,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 23,code 6,Resolved by 21,,2016-04-16 09:07:00,,120.81666666666666,,5.034027777777777,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017368,2016-04-11 08:19:00,2016-04-11 08:29:00,Caller 4887,Opened by  17,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,,,Closed,False,0,0,6,True,Resolver 227,code 6,Resolved by 206,2016-04-14 10:37:00,2016-04-19 11:07:00,74.3,194.8,3.095833333333333,8.116666666666667,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017369,2016-04-11 08:20:00,,Caller 4170,Opened by  17,Phone,Location 204,Category 43,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 13,code 7,Resolved by 11,2016-04-11 08:27:00,2016-04-16 09:07:00,0.11666666666666667,120.78333333333333,0.004861111111111111,5.032638888888889,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017370,2016-04-11 08:21:00,2016-04-11 09:13:00,Caller 129,Opened by  131,Phone,Location 204,Category 20,Subcategory 103,Symptom 387,,3 - Low,3 - Low,4 - Low,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,5,True,Resolver 140,code 6,Resolved by 126,2016-04-11 13:18:00,2016-04-16 14:07:00,4.95,125.76666666666667,0.20625000000000002,5.240277777777778,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017371,2016-04-11 08:24:00,2016-04-11 08:27:00,Caller 3942,Opened by  40,Phone,Location 143,Category 20,Subcategory 103,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,5,True,Resolver 78,code 6,Resolved by 71,2016-04-11 10:53:00,2016-04-16 11:07:00,2.4833333333333334,122.71666666666667,0.10347222222222223,5.113194444444445,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017372,2016-04-11 08:25:00,,Caller 1240,Opened by  24,Phone,Location 108,Category 26,Subcategory 175,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 7,Resolved by 15,2016-04-11 08:46:00,2016-04-16 09:07:00,0.35,120.7,0.014583333333333332,5.029166666666667,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017373,2016-04-11 08:26:00,2016-04-11 08:35:00,Caller 1163,Opened by  17,Phone,Location 143,Category 26,Subcategory 175,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,6,True,Resolver 17,code 6,Resolved by 15,2016-04-12 09:23:00,2016-04-17 10:07:00,24.95,145.68333333333334,1.0395833333333333,6.070138888888889,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017374,2016-04-11 08:26:00,,Caller 4617,Opened by  501,Phone,Location 204,Category 53,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 65,False,False,Do Not Notify,,,,,Closed,False,0,0,49,False,Resolver 25,code 6,Resolved by 23,2016-07-02 05:08:00,2016-07-07 05:10:00,1964.7,2084.733333333333,81.8625,86.86388888888888,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017375,2016-04-11 08:28:00,2016-04-11 08:31:00,Caller 3854,Opened by  40,Phone,Location 161,Category 20,Subcategory 103,Symptom 383,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,5,True,Resolver 17,code 6,Resolved by 15,2016-04-11 14:14:00,2016-04-16 15:07:00,5.766666666666667,126.65,0.24027777777777778,5.277083333333334,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017376,2016-04-11 08:28:00,2016-04-11 08:30:00,Caller 3352,Opened by  24,Phone,Location 69,Category 53,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 6,Resolved by 15,2016-04-11 08:37:00,2016-04-16 09:07:00,0.15,120.65,0.0062499999999999995,5.027083333333334,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017378,2016-04-11 08:30:00,,Caller 171,Opened by  17,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 9,Resolved by 11,2016-04-11 08:37:00,2016-04-16 09:07:00,0.11666666666666667,120.61666666666666,0.004861111111111111,5.0256944444444445,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017379,2016-04-11 08:31:00,,Caller 1720,Opened by  17,Phone,Location 161,Category 23,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 20,False,False,Do Not Notify,,,,,Closed,False,1,0,5,True,Resolver 13,code 7,Resolved by 11,2016-04-11 12:47:00,2016-04-16 13:07:00,4.266666666666667,124.6,0.17777777777777778,5.191666666666666,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017381,2016-04-11 08:32:00,2016-04-11 08:34:00,Caller 5635,Opened by  24,Phone,Location 161,Category 37,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 49,False,False,Do Not Notify,,,,,Closed,False,0,0,5,True,Resolver 120,code 6,Resolved by 108,2016-04-14 10:54:00,2016-04-19 11:07:00,74.36666666666666,194.58333333333334,3.098611111111111,8.10763888888889,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017382,2016-04-11 08:32:00,2016-04-11 08:41:00,Caller 2315,Opened by  17,Phone,Location 204,Category 24,Subcategory 202,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,,,Closed,False,0,0,5,True,Resolver 57,code 6,Resolved by 53,2016-04-12 14:23:00,2016-04-17 15:07:00,29.85,150.58333333333334,1.2437500000000001,6.274305555555556,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017383,2016-04-11 08:33:00,2016-04-11 08:34:00,Caller 1904,Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 64,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 94,code 6,Resolved by 85,2016-04-11 08:35:00,2016-04-16 09:07:00,0.03333333333333333,120.56666666666666,0.001388888888888889,5.023611111111111,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017384,2016-04-11 08:34:00,2016-04-11 08:38:00,Caller 165,Opened by  40,Phone,Location 108,Category 53,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 27,False,False,Do Not Notify,,,,,Closed,False,1,0,8,True,Resolver 34,code 8,Resolved by 33,2016-04-14 13:55:00,2016-04-19 14:07:00,77.35,197.55,3.2229166666666664,8.231250000000001,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017385,2016-04-11 08:34:00,,Caller 4665,Opened by  24,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 6,Resolved by 15,2016-04-11 08:57:00,2016-04-16 09:07:00,0.38333333333333336,120.55,0.015972222222222224,5.022916666666666,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017386,2016-04-11 08:35:00,2016-04-11 08:37:00,Caller 3579,Opened by  44,Phone,Location 165,Category 26,Subcategory 175,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,3,True,Resolver 24,code 6,Resolved by 22,2016-04-11 10:35:00,2016-04-16 11:07:00,2.0,122.53333333333333,0.08333333333333333,5.105555555555555,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017387,2016-04-11 08:36:00,,Caller 4379,Opened by  501,Phone,Location 204,Category 20,Subcategory 125,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 233,code 6,Resolved by 212,2016-04-11 09:13:00,2016-04-16 10:07:00,0.6166666666666667,121.51666666666667,0.025694444444444447,5.063194444444444,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017388,2016-04-11 08:39:00,2016-04-11 08:47:00,Caller 2542,Opened by  40,Phone,Location 38,Category 44,Subcategory 60,Symptom 259,,2 - Medium,2 - Medium,3 - Moderate,Group 5,False,False,Do Not Notify,,,,,Closed,False,1,0,9,False,Resolver 136,code 9,Resolved by 122,2016-04-28 14:21:00,2016-05-03 15:07:00,413.7,534.4666666666667,17.2375,22.269444444444446,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017389,2016-04-11 08:39:00,2016-04-11 08:40:00,Caller 3352,Opened by  24,Phone,Location 69,Category 53,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 6,Resolved by 15,2016-04-11 08:41:00,2016-04-16 09:07:00,0.03333333333333333,120.46666666666667,0.001388888888888889,5.019444444444445,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017390,2016-04-11 08:39:00,,Caller 3160,Opened by  17,Phone,Location 204,Category 32,Subcategory 9,Symptom 105,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 9,Resolved by 11,2016-04-11 08:43:00,2016-04-16 09:07:00,0.06666666666666667,120.46666666666667,0.002777777777777778,5.019444444444445,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017391,2016-04-11 08:42:00,,Caller 1240,Opened by  24,Phone,Location 108,Category 20,Subcategory 103,Symptom 387,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 7,Resolved by 15,2016-04-11 09:11:00,2016-04-16 10:07:00,0.48333333333333334,121.41666666666667,0.02013888888888889,5.059027777777778,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017392,2016-04-11 08:43:00,2016-04-11 08:47:00,Caller 4893,Opened by  24,Phone,Location 204,Category 43,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 6,Resolved by 15,2016-04-11 08:48:00,2016-04-16 09:07:00,0.08333333333333333,120.4,0.003472222222222222,5.016666666666667,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017393,2016-04-11 08:43:00,2016-04-11 08:49:00,Caller 2390,Opened by  17,Phone,Location 114,Category 40,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,,False,False,Do Not Notify,,,,,Closed,False,0,0,6,True,Resolver 17,code 7,Resolved by 15,2016-04-13 09:18:00,2016-04-18 10:07:00,48.583333333333336,169.4,2.024305555555556,7.058333333333334,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017394,2016-04-11 08:44:00,2016-04-11 08:53:00,Caller 2350,Opened by  40,Phone,Location 204,Category 40,Subcategory 215,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 20,False,False,Do Not Notify,,,,,Closed,False,2,0,9,False,Resolver 57,code 6,Resolved by 53,2016-04-18 11:15:00,2016-04-23 12:07:00,170.51666666666668,291.3833333333333,7.104861111111112,12.140972222222222,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017395,2016-04-11 08:44:00,,Caller 501,Opened by  17,Phone,Location 47,Category 26,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,2,0,8,False,Resolver 13,code 6,Resolved by 11,2016-04-20 14:35:00,2016-04-25 15:07:00,221.85,342.3833333333333,9.24375,14.265972222222222,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017396,2016-04-11 08:46:00,2016-04-11 08:49:00,Caller 3405,Opened by  17,Phone,Location 161,Category 34,Subcategory 154,Symptom 102,,2 - Medium,2 - Medium,3 - Moderate,Group 9,False,False,Do Not Notify,,,,,Closed,False,1,0,30,False,Resolver 24,code 6,Resolved by 22,2016-06-27 15:17:00,2016-07-02 16:00:00,1854.5166666666667,1975.2333333333333,77.27152777777778,82.3013888888889,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017397,2016-04-11 08:47:00,,Caller 3431,,Phone,Location 204,Category 26,Subcategory 175,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 186,code 7,Resolved by 169,2016-04-11 14:48:00,2016-04-16 15:07:00,6.016666666666667,126.33333333333333,0.25069444444444444,5.263888888888888,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017398,2016-04-11 08:49:00,2016-04-11 08:56:00,Caller 1569,Opened by  17,Phone,Location 161,Category 37,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,5,True,Resolver 253,code 9,Resolved by 231,2016-04-11 10:52:00,2016-04-16 11:07:00,2.05,122.3,0.08541666666666665,5.095833333333333,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017399,2016-04-11 08:49:00,,Caller 762,Opened by  17,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 7,Resolved by 11,2016-04-11 09:01:00,2016-04-16 09:07:00,0.2,120.3,0.008333333333333333,5.0125,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017403,2016-04-11 08:52:00,2016-04-11 08:58:00,Caller 551,Opened by  24,Phone,Location 161,Category 46,Subcategory 242,,,2 - Medium,2 - Medium,3 - Moderate,Group 57,False,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 155,code 8,Resolved by 139,2016-04-13 16:32:00,2016-04-18 16:13:00,55.666666666666664,175.35,2.319444444444444,7.3062499999999995,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017404,2016-04-11 08:53:00,,Caller 548,,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 17,code 7,,,2016-04-16 09:07:00,,120.23333333333333,,5.009722222222222,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017406,2016-04-11 08:56:00,2016-04-11 09:07:00,Caller 4188,Opened by  40,Phone,Location 93,Category 13,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,2,0,8,True,Resolver 215,code 6,Resolved by 196,2016-04-12 11:29:00,2016-04-17 12:07:00,26.55,147.18333333333334,1.10625,6.132638888888889,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017407,2016-04-11 08:57:00,2016-04-11 09:00:00,Caller 2410,Opened by  17,Phone,Location 204,Category 24,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,,,Closed,False,0,0,5,True,Resolver 227,code 6,Resolved by 206,2016-04-14 10:39:00,2016-04-19 11:07:00,73.7,194.16666666666666,3.0708333333333333,8.090277777777777,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017409,2016-04-11 08:58:00,2016-04-11 09:00:00,Caller 4003,Opened by  40,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,9,True,Resolver 17,code 7,Resolved by 15,2016-04-14 13:14:00,2016-04-19 14:07:00,76.26666666666667,197.15,3.1777777777777776,8.214583333333334,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017410,2016-04-11 08:59:00,2016-04-11 09:04:00,Caller 3542,Opened by  301,Phone,Location 93,Category 61,Subcategory 16,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 29,False,False,Do Not Notify,,,,,Closed,False,1,0,4,True,Resolver 201,code 6,Resolved by 183,2016-04-11 10:36:00,2016-04-16 11:07:00,1.6166666666666667,122.13333333333334,0.06736111111111111,5.0888888888888895,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017411,2016-04-11 09:00:00,2016-04-11 09:13:00,Caller 369,Opened by  17,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 28,False,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 78,code 6,Resolved by 71,2016-04-11 10:25:00,2016-04-16 11:07:00,1.4166666666666667,122.11666666666666,0.05902777777777778,5.0881944444444445,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017412,2016-04-11 09:00:00,,Caller 3072,Opened by  17,Phone,Location 33,Category 61,Subcategory 16,Symptom 491,,2 - Medium,1 - High,2 - High,Group 73,False,False,Do Not Notify,,,,,Closed,False,0,0,10,False,Resolver 168,code 6,Resolved by 151,2016-04-12 16:23:00,2016-04-17 17:07:00,31.383333333333333,152.11666666666667,1.3076388888888888,6.3381944444444445,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
