number,incident_state,active,contact_type,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,location,caller_id,reassignment_count,reopen_count,sys_mod_count,made_sla,sla_status,resolved_by,resolved_at,closed_code,closed_at,opened_at,resolution_hours,resolution_days,closure_hours,closure_days,was_reopened,high_reassignment,opened_date,opened_year,opened_month,opened_month_name,opened_day_name,priority_level,priority_label,impact_level,urgency_level,opened_month_year,sla_breached,reopened_flag,high_reassignment_flag,resolution_bucket
INC0013760,Closed,False,Phone,Category 42,Subcategory 223,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,Location 204,Caller 1380,0,0,2,True,Met SLA,Resolved by 44,2016-04-01 01:11:00,code 7,2016-04-06 01:59:00,2016-04-01 00:30:00,0.6833333333333333,0.0284722222222222,121.48333333333332,5.061805555555556,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013761,Closed,False,Phone,Category 38,Subcategory 174,Unknown,2 - Medium,1 - High,2 - High,Group 55,Resolver 47,Location 108,Caller 4753,1,0,3,False,Breached SLA,Resolved by 44,2016-04-01 01:42:00,code 7,2016-04-06 01:59:00,2016-04-01 00:36:00,1.1,0.0458333333333333,121.38333333333334,5.0576388888888895,False,False,2016-04-01,2016,4,April,Friday,2,High,2,1,2016-04,1,0,0,0-4 Hours
INC0013763,Closed,False,Phone,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Unknown,Resolver 187,Location 108,Caller 1648,0,0,3,True,Met SLA,Resolved by 170,2016-04-01 02:19:00,code 6,2016-04-06 02:59:00,2016-04-01 00:45:00,1.5666666666666669,0.0652777777777777,122.23333333333332,5.093055555555556,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013765,Closed,False,Phone,Category 26,Subcategory 174,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 191,Location 204,Caller 341,0,0,2,True,Met SLA,Resolved by 174,2016-04-01 01:00:00,code 7,2016-04-06 01:59:00,2016-04-01 00:47:00,0.2166666666666666,0.0090277777777777,121.2,5.05,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013766,Closed,False,Phone,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,Location 108,Caller 2710,0,0,3,True,Met SLA,Resolved by 5,2016-04-01 01:12:00,code 7,2016-04-06 01:59:00,2016-04-01 00:55:00,0.2833333333333333,0.0118055555555555,121.06666666666666,5.044444444444444,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013768,Closed,False,Phone,Category 42,Subcategory 174,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 191,Location 161,Caller 4436,0,0,1,True,Met SLA,Resolved by 174,,code 7,2016-04-06 01:59:00,2016-04-01 01:11:00,,,120.8,5.033333333333333,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013769,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,Location 204,Caller 4698,0,0,3,True,Met SLA,Resolved by 5,2016-04-01 01:25:00,code 6,2016-04-06 01:59:00,2016-04-01 01:12:00,0.2166666666666666,0.0090277777777777,120.78333333333332,5.032638888888889,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013770,Closed,False,Phone,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 218,Location 108,Caller 4483,0,0,3,True,Met SLA,Resolved by 199,2016-04-01 01:46:00,code 7,2016-04-06 01:59:00,2016-04-01 01:19:00,0.45,0.01875,120.66666666666669,5.027777777777778,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013771,Closed,False,Phone,Category 46,Subcategory 248,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 234,Location 161,Caller 1866,0,0,5,False,Breached SLA,Resolved by 213,2016-04-12 15:42:00,code 1,2016-04-17 16:07:00,2016-04-01 01:28:00,278.2333333333333,11.593055555555557,398.65,16.610416666666666,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,7-30 Days
INC0013773,Closed,False,Phone,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 76,Location 188,Caller 90,1,0,3,True,Met SLA,Resolved by 69,2016-04-01 10:35:00,code 6,2016-04-06 10:59:00,2016-04-01 02:07:00,8.466666666666667,0.3527777777777778,128.86666666666667,5.3694444444444445,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,4-24 Hours
INC0013774,Closed,False,Phone,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 84,Location 188,Caller 90,0,0,4,True,Met SLA,Resolved by 77,2016-04-01 08:47:00,code 8,2016-04-06 08:59:00,2016-04-01 02:12:00,6.583333333333333,0.2743055555555555,126.78333333333332,5.282638888888889,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,4-24 Hours
INC0013775,Closed,False,Phone,Category 32,Subcategory 9,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 191,Location 161,Caller 1823,0,0,1,True,Met SLA,Resolved by 174,,code 6,2016-04-06 03:59:00,2016-04-01 03:18:00,,,120.68333333333334,5.028472222222223,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013776,Closed,False,Phone,Category 42,Subcategory 223,Symptom 494,1 - High,1 - High,1 - Critical,Group 70,Resolver 133,Location 143,Caller 3474,2,0,10,False,Breached SLA,Resolved by 119,2016-04-01 16:24:00,code 6,2016-04-06 16:59:00,2016-04-01 03:57:00,12.45,0.5187499999999999,133.03333333333333,5.543055555555555,False,False,2016-04-01,2016,4,April,Friday,1,Critical,1,1,2016-04,1,0,0,4-24 Hours
INC0013779,Closed,False,Phone,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 167,Location 108,Caller 106,0,0,2,True,Met SLA,Resolved by 150,2016-04-01 08:28:00,code 6,2016-04-06 08:59:00,2016-04-01 05:10:00,3.3,0.1374999999999999,123.81666666666666,5.159027777777777,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013780,Closed,False,Phone,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,Location 161,Caller 1559,0,0,6,True,Met SLA,Resolved by 5,2016-04-01 07:49:00,code 6,2016-04-06 07:59:00,2016-04-01 06:11:00,1.6333333333333333,0.0680555555555555,121.8,5.075,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013781,Closed,False,Phone,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 143,Caller 483,0,0,1,True,Met SLA,Resolved by 11,,code 6,2016-04-06 06:59:00,2016-04-01 06:32:00,,,120.45,5.01875,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013782,Closed,False,Phone,Category 37,Subcategory 285,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 83,Location 204,Caller 476,1,0,4,True,Met SLA,Resolved by 76,2016-04-05 15:59:00,code 6,2016-04-10 16:59:00,2016-04-01 06:43:00,105.26666666666668,4.386111111111111,226.26666666666668,9.42777777777778,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013783,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 143,Caller 354,0,0,1,True,Met SLA,Resolved by 11,,code 6,2016-04-06 06:59:00,2016-04-01 06:44:00,,,120.25,5.010416666666667,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013784,Closed,False,Phone,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 125,Location 204,Caller 5378,1,0,6,True,Met SLA,Resolved by 113,2016-04-01 10:48:00,code 5,2016-04-06 10:59:00,2016-04-01 06:56:00,3.8666666666666663,0.1611111111111111,124.05,5.16875,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013785,Closed,False,Phone,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,Location 188,Caller 1904,0,0,3,True,Met SLA,Resolved by 85,2016-04-01 06:58:00,code 6,2016-04-06 06:59:00,2016-04-01 06:57:00,0.0166666666666666,0.0006944444444444,120.03333333333332,5.001388888888889,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013786,Closed,False,Phone,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,Location 188,Caller 1904,0,0,3,True,Met SLA,Resolved by 85,2016-04-01 06:59:00,code 6,2016-04-06 07:59:00,2016-04-01 06:58:00,0.0166666666666666,0.0006944444444444,121.01666666666668,5.042361111111111,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013787,Closed,False,Phone,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,Location 188,Caller 1904,0,0,3,True,Met SLA,Resolved by 85,2016-04-01 07:02:00,code 6,2016-04-06 07:59:00,2016-04-01 07:01:00,0.0166666666666666,0.0006944444444444,120.96666666666668,5.040277777777778,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013788,Closed,False,Phone,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,Location 188,Caller 1904,0,0,3,True,Met SLA,Resolved by 85,2016-04-01 07:42:00,code 6,2016-04-06 07:59:00,2016-04-01 07:02:00,0.6666666666666666,0.0277777777777777,120.95,5.039583333333334,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013789,Closed,False,Phone,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,Location 188,Caller 1904,0,0,2,True,Met SLA,Resolved by 85,2016-04-01 07:05:00,code 6,2016-04-06 07:59:00,2016-04-01 07:04:00,0.0166666666666666,0.0006944444444444,120.91666666666669,5.038194444444445,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013790,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 94,Location 204,Caller 2826,0,0,1,True,Met SLA,Resolved by 11,,code 6,2016-04-06 07:59:00,2016-04-01 07:13:00,,,120.76666666666668,5.031944444444444,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013791,Closed,False,Phone,Category 57,Subcategory 118,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 2,Location 161,Caller 5317,0,0,5,True,Met SLA,Resolved by 2,2016-04-01 08:52:00,code 7,2016-04-01 10:42:00,2016-04-01 07:19:00,1.55,0.0645833333333333,3.3833333333333333,0.1409722222222222,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013792,Closed,False,Phone,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,Location 143,Caller 354,2,0,11,False,Breached SLA,Resolved by 133,2016-04-08 09:37:00,code 1,2016-04-13 09:59:00,2016-04-01 07:22:00,170.25,7.09375,290.6166666666667,12.109027777777778,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,7-30 Days
INC0013793,Closed,False,Phone,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,Location 188,Caller 1904,0,0,3,True,Met SLA,Resolved by 85,2016-04-01 07:25:00,code 6,2016-04-06 07:59:00,2016-04-01 07:23:00,0.0333333333333333,0.0013888888888888,120.6,5.025,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013794,Closed,False,Phone,Category 57,Subcategory 170,Symptom 239,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 2,Location 161,Caller 876,0,0,5,True,Met SLA,Resolved by 2,2016-04-01 09:26:00,code 7,2016-04-01 10:42:00,2016-04-01 07:27:00,1.9833333333333332,0.0826388888888888,3.25,0.1354166666666666,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013795,Closed,False,Phone,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,Location 204,Caller 2484,2,0,7,False,Breached SLA,Resolved by 133,2016-04-07 10:16:00,code 1,2016-04-12 10:59:00,2016-04-01 07:28:00,146.8,6.116666666666667,267.51666666666665,11.146527777777775,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,3-7 Days
INC0013796,Closed,False,Phone,Category 61,Subcategory 16,Symptom 463,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 145,Location 143,Caller 1589,1,0,7,False,Breached SLA,Resolved by 130,2016-04-11 16:19:00,code 11,2016-04-16 17:07:00,2016-04-01 07:28:00,248.85,10.36875,369.65,15.402083333333332,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,7-30 Days
INC0013797,Closed,False,Phone,Category 46,Subcategory 248,Symptom 267,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 155,Location 161,Caller 1866,0,0,10,False,Breached SLA,Resolved by 139,2016-04-18 09:46:00,code 8,2016-04-23 10:07:00,2016-04-01 07:31:00,410.25,17.09375,530.6,22.10833333333333,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,7-30 Days
INC0013798,Closed,False,Phone,Category 46,Subcategory 250,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 17,Location 204,Caller 4416,1,0,5,True,Met SLA,Resolved by 15,2016-04-05 11:25:00,code 6,2016-04-10 11:59:00,2016-04-01 07:39:00,99.76666666666668,4.156944444444444,220.33333333333331,9.180555555555555,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013799,Closed,False,Phone,Category 46,Subcategory 247,Symptom 177,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 101,Location 204,Caller 21,0,0,4,True,Met SLA,Resolved by 91,2016-04-01 10:48:00,code 8,2016-04-06 10:59:00,2016-04-01 07:41:00,3.1166666666666667,0.1298611111111111,123.3,5.1375,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013800,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 93,Caller 4598,0,0,3,True,Met SLA,Resolved by 11,2016-04-01 07:51:00,code 7,2016-04-06 07:59:00,2016-04-01 07:43:00,0.1333333333333333,0.0055555555555555,120.26666666666668,5.011111111111111,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013801,Closed,False,Phone,Category 26,Subcategory 275,Symptom 54,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 204,Caller 214,1,0,4,True,Met SLA,Resolved by 15,2016-04-04 16:06:00,code 7,2016-04-09 16:59:00,2016-04-01 07:48:00,80.3,3.345833333333333,201.1833333333333,8.38263888888889,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013803,Closed,False,Phone,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 24,Location 161,Caller 4290,1,0,6,True,Met SLA,Resolved by 22,2016-04-01 13:13:00,code 6,2016-04-06 13:59:00,2016-04-01 07:52:00,5.35,0.2229166666666666,126.11666666666666,5.254861111111111,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,4-24 Hours
INC0013804,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 204,Caller 4883,0,0,3,True,Met SLA,Resolved by 11,2016-04-01 08:13:00,code 7,2016-04-06 08:59:00,2016-04-01 08:00:00,0.2166666666666666,0.0090277777777777,120.98333333333332,5.040972222222222,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013806,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 204,Caller 2188,0,0,1,True,Met SLA,Resolved by 11,,code 9,2016-04-06 08:59:00,2016-04-01 08:02:00,,,120.95,5.039583333333334,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013807,Closed,False,Phone,Category 46,Subcategory 223,Unknown,2 - Medium,2 - Medium,3 - Moderate,Unknown,Resolver 233,Location 108,Caller 671,0,0,2,True,Met SLA,Resolved by 212,2016-04-01 08:05:00,code 6,2016-04-06 08:59:00,2016-04-01 08:04:00,0.0166666666666666,0.0006944444444444,120.91666666666669,5.038194444444445,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013808,Closed,False,Phone,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,Location 188,Caller 1904,0,0,3,True,Met SLA,Resolved by 85,2016-04-01 08:58:00,code 6,2016-04-06 08:59:00,2016-04-01 08:07:00,0.85,0.0354166666666666,120.86666666666666,5.036111111111111,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013809,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,Location 51,Caller 3515,0,0,2,True,Met SLA,Resolved by 5,2016-04-01 08:13:00,code 6,2016-04-06 08:59:00,2016-04-01 08:09:00,0.0666666666666666,0.0027777777777777,120.83333333333331,5.034722222222222,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013810,Closed,False,Phone,Category 26,Subcategory 174,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 143,Caller 3382,0,0,1,True,Met SLA,Resolved by 11,,code 9,2016-04-06 08:59:00,2016-04-01 08:11:00,,,120.8,5.033333333333333,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013811,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 54,Caller 667,0,0,2,True,Met SLA,Resolved by 15,2016-04-01 08:17:00,code 6,2016-04-06 08:59:00,2016-04-01 08:12:00,0.0833333333333333,0.0034722222222222,120.78333333333332,5.032638888888889,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013813,Closed,False,Phone,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 204,Caller 546,1,0,10,False,Breached SLA,Resolved by 15,2016-04-08 13:25:00,code 6,2016-04-13 13:59:00,2016-04-01 08:14:00,173.18333333333334,7.215972222222223,293.75,12.239583333333334,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,7-30 Days
INC0013815,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 143,Caller 2768,0,0,1,True,Met SLA,Resolved by 11,,code 7,2016-04-06 08:59:00,2016-04-01 08:15:00,,,120.73333333333332,5.030555555555556,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013816,Closed,False,Phone,Category 44,Subcategory 174,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 135,Location 93,Caller 4620,2,0,6,True,Met SLA,Resolved by 121,2016-04-04 10:22:00,code 11,2016-04-09 10:59:00,2016-04-01 08:17:00,74.08333333333333,3.086805555555556,194.7,8.112499999999999,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013817,Closed,False,Phone,Category 26,Subcategory 175,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 204,Caller 533,4,0,11,False,Breached SLA,Resolved by 15,2016-04-07 10:53:00,code 7,2016-04-12 10:59:00,2016-04-01 08:21:00,146.53333333333333,6.105555555555555,266.6333333333333,11.109722222222222,False,True,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,1,3-7 Days
INC0013818,Closed,False,Phone,Category 37,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 49,Resolver 120,Location 161,Caller 857,2,0,5,True,Met SLA,Resolved by 108,2016-04-01 14:27:00,code 6,2016-04-06 14:59:00,2016-04-01 08:21:00,6.1,0.2541666666666666,126.63333333333334,5.2763888888888895,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,4-24 Hours
INC0013819,Closed,False,Phone,Category 9,Subcategory 164,Symptom 471,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 108,Caller 4421,0,0,1,True,Met SLA,Resolved by 15,,code 7,2016-04-06 08:59:00,2016-04-01 08:25:00,,,120.56666666666666,5.023611111111111,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013821,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 204,Caller 3445,0,0,1,True,Met SLA,Resolved by 11,,code 6,2016-04-06 08:59:00,2016-04-01 08:26:00,,,120.55,5.022916666666666,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013820,Closed,False,Phone,Category 61,Subcategory 16,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,Location 204,Caller 2892,0,0,9,False,Breached SLA,Resolved by 180,2016-04-15 16:33:00,code 6,2016-04-20 17:07:00,2016-04-01 08:26:00,344.1166666666667,14.338194444444444,464.6833333333333,19.36180555555556,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,7-30 Days
INC0013822,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 108,Caller 2446,1,0,4,True,Met SLA,Resolved by 15,2016-04-04 15:27:00,code 7,2016-04-09 15:59:00,2016-04-01 08:27:00,79.0,3.2916666666666665,199.53333333333333,8.313888888888888,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013823,Closed,False,Phone,Category 46,Subcategory 247,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 155,Location 143,Caller 4571,0,0,4,True,Met SLA,Resolved by 139,2016-04-01 09:56:00,code 8,2016-04-06 09:59:00,2016-04-01 08:27:00,1.4833333333333334,0.0618055555555555,121.53333333333332,5.063888888888889,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013825,Closed,False,Phone,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 204,Caller 837,1,0,5,True,Met SLA,Resolved by 15,2016-04-04 14:33:00,code 6,2016-04-09 14:59:00,2016-04-01 08:31:00,78.03333333333333,3.2513888888888887,198.46666666666667,8.269444444444444,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013826,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 204,Caller 4638,0,0,3,True,Met SLA,Resolved by 11,2016-04-01 08:37:00,code 7,2016-04-06 08:59:00,2016-04-01 08:32:00,0.0833333333333333,0.0034722222222222,120.45,5.01875,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013827,Closed,False,Phone,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 108,Caller 5469,0,0,1,True,Met SLA,Resolved by 11,,code 9,2016-04-06 09:59:00,2016-04-01 08:35:00,,,121.4,5.058333333333334,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013828,Closed,False,Phone,Category 40,Subcategory 44,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 204,Caller 5434,0,0,1,True,Met SLA,Resolved by 11,,code 6,2016-04-06 08:59:00,2016-04-01 08:36:00,,,120.38333333333334,5.015972222222223,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013829,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 143,Caller 4745,0,0,1,True,Met SLA,Resolved by 15,,code 6,2016-04-06 08:59:00,2016-04-01 08:36:00,,,120.38333333333334,5.015972222222223,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013830,Closed,False,Phone,Category 13,Subcategory 302,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,Location 93,Caller 4620,4,0,10,True,Met SLA,Resolved by 62,2016-04-01 14:36:00,code 6,2016-04-06 14:59:00,2016-04-01 08:37:00,5.983333333333333,0.2493055555555555,126.36666666666666,5.2652777777777775,False,True,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,1,4-24 Hours
INC0013835,Closed,False,Phone,Category 37,Subcategory 135,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,Location 204,Caller 2391,0,0,6,True,Met SLA,Resolved by 126,2016-04-06 16:23:00,code 6,2016-04-11 16:59:00,2016-04-01 08:40:00,127.71666666666668,5.321527777777778,248.31666666666663,10.346527777777778,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
